Country Name,Country Code,Series Name,Series Code,2011 [YR2011]
India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.536
Indonesia,IDN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,26.9
Indonesia,IDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.345
Indonesia,IDN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.022225034
Indonesia,IDN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Indonesia,IDN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Indonesia,IDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.499
Iran,IRN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.7
Iran,IRN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.164
Iran,IRN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.082178128
Iran,IRN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Iran,IRN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Iran,IRN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.8
Iraq,IRQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,27.9
Iraq,IRQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.09
Iraq,IRQ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.480652629
Iraq,IRQ,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Iraq,IRQ,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Iraq,IRQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.536
Ireland,IRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5
Ireland,IRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.2
Ireland,IRL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.54960629
Ireland,IRL,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Ireland,IRL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Ireland,IRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.03
Isle of Man,IMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Isle of Man,IMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.452
Isle of Man,IMN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,27.45538545
Isle of Man,IMN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Isle of Man,IMN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Isle of Man,IMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.956
Israel,ISR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5
Israel,ISR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.4
Israel,ISR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.34848768
Israel,ISR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Israel,ISR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Israel,ISR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.98
Italy,ITA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.3
Italy,ITA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.2
Italy,ITA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,31.59476187
Italy,ITA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Italy,ITA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.44
Jamaica,JAM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.5
Jamaica,JAM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.264
Jamaica,JAM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.693586724
Jamaica,JAM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Jamaica,JAM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Jamaica,JAM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.728
Japan,JPN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.3
Japan,JPN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3
Japan,JPN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,38.11173271
Japan,JPN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,15.625
Japan,JPN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,2.98611
Japan,JPN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.39
Jordan,JOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.8
Jordan,JOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.84
Jordan,JOR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.77148305
Jordan,JOR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Jordan,JOR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Jordan,JOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.681
Kazakhstan,KAZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.3
Kazakhstan,KAZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.51
Kazakhstan,KAZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.755345276
Kazakhstan,KAZ,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Kazakhstan,KAZ,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Kazakhstan,KAZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.59
Kenya,KEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,37.5
Kenya,KEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.24
Kenya,KEN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,3.962147656
Kenya,KEN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Kenya,KEN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.219
Kiribati,KIR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,48.5
Kiribati,KIR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.995
Kiribati,KIR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.553132941
Kiribati,KIR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Kiribati,KIR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Kiribati,KIR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.857
"Korea, Dem. People's Rep.",PRK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,21.5
"Korea, Dem. People's Rep.",PRK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.728
"Korea, Dem. People's Rep.",PRK,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.21576558
"Korea, Dem. People's Rep.",PRK,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
"Korea, Dem. People's Rep.",PRK,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
"Korea, Dem. People's Rep.",PRK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.811
South Korea,KOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.4
South Korea,KOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4
South Korea,KOR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.65431505
South Korea,KOR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
South Korea,KOR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
South Korea,KOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.244
Kosovo,XKX,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.9
Kosovo,XKX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.312
Kosovo,XKX,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.98635204
Kosovo,XKX,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Kosovo,XKX,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Kosovo,XKX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.992
Kuwait,KWT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.9
Kuwait,KWT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.949
Kuwait,KWT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2.452568333
Kuwait,KWT,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Kuwait,KWT,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Kuwait,KWT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.2
Kyrgyzstan,KGZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,24.5
Kyrgyzstan,KGZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.1
Kyrgyzstan,KGZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.14944682
Kyrgyzstan,KGZ,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Kyrgyzstan,KGZ,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Kyrgyzstan,KGZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.1
Laos,LAO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,49.7
Laos,LAO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.467
Laos,LAO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.483322325
Laos,LAO,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Laos,LAO,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Laos,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.049
Latvia,LVA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.1
Latvia,LVA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.1
Latvia,LVA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,28.06013855
Latvia,LVA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Latvia,LVA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Latvia,LVA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.33
Lebanon,LBN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.2
Lebanon,LBN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.866
Lebanon,LBN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.103714728
Lebanon,LBN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Lebanon,LBN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Lebanon,LBN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.162
Lesotho,LSO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,64.5
Lesotho,LSO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.093
Lesotho,LSO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.965347236
Lesotho,LSO,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Lesotho,LSO,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Lesotho,LSO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.318
Liberia,LBR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,69.9
Liberia,LBR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.395
Liberia,LBR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.613485865
Liberia,LBR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Liberia,LBR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Liberia,LBR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.97
Libya,LBY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15
Libya,LBY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.885
Libya,LBY,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.568413023
Libya,LBY,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Libya,LBY,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Libya,LBY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.646
Liechtenstein,LIE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Liechtenstein,LIE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.9
Liechtenstein,LIE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.13584488
Liechtenstein,LIE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Liechtenstein,LIE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Liechtenstein,LIE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.69
Lithuania,LTU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.5
Lithuania,LTU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10
Lithuania,LTU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,27.22350504
Lithuania,LTU,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Lithuania,LTU,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Lithuania,LTU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.55
Luxembourg,LUX,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.3
Luxembourg,LUX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.9
Luxembourg,LUX,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.21010561
Luxembourg,LUX,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Luxembourg,LUX,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Luxembourg,LUX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.52
"Macao SAR, China",MAC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
"Macao SAR, China",MAC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.475
"Macao SAR, China",MAC,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.102397877
"Macao SAR, China",MAC,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
"Macao SAR, China",MAC,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
"Macao SAR, China",MAC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.115
Madagascar,MDG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.1
Madagascar,MDG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.063
Madagascar,MDG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.987286366
Madagascar,MDG,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Madagascar,MDG,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Madagascar,MDG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.607
Malawi,MWI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,48.5
Malawi,MWI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.89
Malawi,MWI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.452767363
Malawi,MWI,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Malawi,MWI,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Malawi,MWI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.106
Malaysia,MYS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.9
Malaysia,MYS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.261
Malaysia,MYS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.742113464
Malaysia,MYS,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Malaysia,MYS,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.149
Maldives,MDV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.1
Maldives,MDV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.527
Maldives,MDV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.208021384
Maldives,MDV,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Maldives,MDV,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Maldives,MDV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.261
Mali,MLI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,76.6
Mali,MLI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,46.234
Mali,MLI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.519588691
Mali,MLI,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Mali,MLI,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Mali,MLI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.545
Malta,MLT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6
Malta,MLT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10
Malta,MLT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,24.62496016
Malta,MLT,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Malta,MLT,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Malta,MLT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.45
Marshall Islands,MHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,31.5
Marshall Islands,MHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.631
Marshall Islands,MHL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,3.496797567
Marshall Islands,MHL,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Marshall Islands,MHL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Marshall Islands,MHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.51
Mauritania,MRT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,40.6
Mauritania,MRT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.712
Mauritania,MRT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.924241024
Mauritania,MRT,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Mauritania,MRT,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Mauritania,MRT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.028
Mauritius,MUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.7
Mauritius,MUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.7
Mauritius,MUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.05395411
Mauritius,MUS,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Mauritius,MUS,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Mauritius,MUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.55
Mexico,MEX,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.9
Mexico,MEX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.917
Mexico,MEX,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.788917918
Mexico,MEX,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Mexico,MEX,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.317
"Micronesia, Fed. Sts.",FSM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,27.8
"Micronesia, Fed. Sts.",FSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.405
"Micronesia, Fed. Sts.",FSM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.351240911
"Micronesia, Fed. Sts.",FSM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
"Micronesia, Fed. Sts.",FSM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
"Micronesia, Fed. Sts.",FSM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.18
Moldova,MDA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.5
Moldova,MDA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.864
Moldova,MDA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.54339133
Moldova,MDA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Moldova,MDA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Moldova,MDA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.66
Monaco,MCO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.2
Monaco,MCO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Monaco,MCO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,49.77971337
Monaco,MCO,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Monaco,MCO,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Monaco,MCO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..
Mongolia,MNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.6
Mongolia,MNG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.13
Mongolia,MNG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.5791825
Mongolia,MNG,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,19.86111
Mongolia,MNG,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,9.09722
Mongolia,MNG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.602
Montenegro,MNE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.3
Montenegro,MNE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.6
Montenegro,MNE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.20136867
Montenegro,MNE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Montenegro,MNE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Montenegro,MNE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.65
Morocco,MAR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.4
Morocco,MAR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.507
Morocco,MAR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.970871731
Morocco,MAR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Morocco,MAR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Morocco,MAR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.609
Mozambique,MOZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,67.8
Mozambique,MOZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.605
